quote_id,group_id,page_id,page_title,page_link,page_date,text,character_id,character_name,character_category
1702,865,469,Dave: Pester Rose.,?s=6&p=002369,2009-08-13,"<span style=""color: #e00707"">TG: hes not answering me</span>",3,Dave,Beta Kids
1706,867,469,Dave: Pester Rose.,?s=6&p=002369,2009-08-13,"<span style=""color: #e00707"">TG: hahahahaha</span>",3,Dave,Beta Kids
1707,867,469,Dave: Pester Rose.,?s=6&p=002369,2009-08-13,"<span style=""color: #e00707"">TG: alright im out</span>",3,Dave,Beta Kids
1708,867,469,Dave: Pester Rose.,?s=6&p=002369,2009-08-13,"<span style=""color: #e00707"">TG: later</span>",3,Dave,Beta Kids
1838,933,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: ok wait hold on why am i getting this stupid game for you</span>",3,Dave,Beta Kids
1839,933,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: youre the one who should be wrist deep in puppet ass</span>",3,Dave,Beta Kids
1841,935,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: the problem is i am up to my goddamn neck in fucking puppet dong</span>",3,Dave,Beta Kids
1843,937,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: i am enrobed in chafing, wriggling god fucking damned puppet pelvis</span>",3,Dave,Beta Kids
1844,937,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: an obscenely long, coarse kermit cock is being dragged across my anguished face</span>",3,Dave,Beta Kids
1847,939,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: you dont seem to harbor any sympathy for the fact that ive burrowed fuck deep into lively, fluffy muppet buttock</span>",3,Dave,Beta Kids
1848,939,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: im whirling in the terrible cyclone at the epicenter of my own personal holocaust of twitching foam noses</span>",3,Dave,Beta Kids
1849,939,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: its like a fucking apocalypse of perky proboscis here</span>",3,Dave,Beta Kids
1850,939,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: like</span>",3,Dave,Beta Kids
1851,939,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: the proboscalypse i guess</span>",3,Dave,Beta Kids
1853,941,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: what no</span>",3,Dave,Beta Kids
1854,941,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: no listen</span>",3,Dave,Beta Kids
1857,943,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: no oh jesus</span>",3,Dave,Beta Kids
1864,945,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: ok dickinson if you can shut your perfumey trap for a half second</span>",3,Dave,Beta Kids
1865,945,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: this is serious</span>",3,Dave,Beta Kids
1866,945,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: i am just saying</span>",3,Dave,Beta Kids
1867,945,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: if i see one more soft bulbous bottom being like</span>",3,Dave,Beta Kids
1868,945,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: kind of jutting out and impudent or whatever</span>",3,Dave,Beta Kids
1869,945,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: im gonna fly off the handle</span>",3,Dave,Beta Kids
1870,945,522,Rose: Answer Dave.,?s=6&p=002422,2009-08-22,"<span style=""color: #e00707"">TG: im gonna do some sort of acrobatic fucking PIROUETTE off the handle and win like a medal or some shit</span>",3,Dave,Beta Kids
1892,956,537,John: Answer your chums.,?s=6&p=002437,2009-08-24,"<span style=""color: #e00707"">TG: PUPPETS</span>",3,Dave,Beta Kids
1893,956,537,John: Answer your chums.,?s=6&p=002437,2009-08-24,"<span style=""color: #e00707"">TG: AWESOME</span>",3,Dave,Beta Kids
1894,956,537,John: Answer your chums.,?s=6&p=002437,2009-08-24,"<span style=""color: #e00707"">TG: THATS REALLY ALL THERE IS TO SAY ON THE MATTER</span>",3,Dave,Beta Kids
2043,1037,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: ok wait hold on why am i getting this stupid game for you</span>",3,Dave,Beta Kids
2044,1037,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: youre the one who should be wrist deep in puppet ass</span>",3,Dave,Beta Kids
2046,1039,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: the problem is i am up to my goddamn neck in fucking puppet dong</span>",3,Dave,Beta Kids
2048,1041,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: i am enrobed in chafing, wriggling god fucking damned puppet pelvis</span>",3,Dave,Beta Kids
2049,1041,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: an obscenely long, coarse kermit cock is being dragged across my anguished face</span>",3,Dave,Beta Kids
2052,1043,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: you dont seem to harbor any sympathy for the fact that ive burrowed fuck deep into lively, fluffy muppet buttock</span>",3,Dave,Beta Kids
2053,1043,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: im whirling in the terrible cyclone at the epicenter of my own personal holocaust of twitching foam noses</span>",3,Dave,Beta Kids
2054,1043,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: its like a fucking apocalypse of perky proboscis here</span>",3,Dave,Beta Kids
2055,1043,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: like</span>",3,Dave,Beta Kids
2056,1043,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: the proboscalypse i guess</span>",3,Dave,Beta Kids
2058,1045,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: what no</span>",3,Dave,Beta Kids
2059,1045,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: no listen</span>",3,Dave,Beta Kids
2062,1047,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: no oh jesus</span>",3,Dave,Beta Kids
2069,1049,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: ok dickinson if you can shut your perfumey trap for a half second</span>",3,Dave,Beta Kids
2070,1049,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: this is serious</span>",3,Dave,Beta Kids
2071,1049,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: i am just saying</span>",3,Dave,Beta Kids
2072,1049,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: if i see one more soft bulbous bottom being like</span>",3,Dave,Beta Kids
2073,1049,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: kind of jutting out and impudent or whatever</span>",3,Dave,Beta Kids
2074,1049,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: im gonna fly off the handle</span>",3,Dave,Beta Kids
2075,1049,611,==>,?s=6&p=002511,2009-09-07,"<span style=""color: #e00707"">TG: im gonna do some sort of acrobatic fucking PIROUETTE off the handle and win like a medal or some shit</span>",3,Dave,Beta Kids
2522,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: hey</span>",3,Dave,Beta Kids
2523,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: oh</span>",3,Dave,Beta Kids
2524,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: youre asleep again arent you</span>",3,Dave,Beta Kids
2525,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: or do you even know if you are</span>",3,Dave,Beta Kids
2526,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: i still dont know how that works</span>",3,Dave,Beta Kids
2527,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: its like nothing means anything </span>",3,Dave,Beta Kids
2528,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: its so cool getting hella chumped by your coquettish damn riddles all the time</span>",3,Dave,Beta Kids
2529,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: i dont know why i believe anything you say im like the grand marshal of gross chumpage </span>",3,Dave,Beta Kids
2530,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: waving around my faggoty chumpductor baton</span>",3,Dave,Beta Kids
2531,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: assitant director of chumpography</span>",3,Dave,Beta Kids
2532,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: celebrated author ernest chumpingway </span>",3,Dave,Beta Kids
2533,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: wait weak</span>",3,Dave,Beta Kids
2534,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: chumpelstiltskin</span>",3,Dave,Beta Kids
2535,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: uh</span>",3,Dave,Beta Kids
2536,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: chumpeldipshit</span>",3,Dave,Beta Kids
2537,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: yeah</span>",3,Dave,Beta Kids
2538,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: youre asleep y/n?</span>",3,Dave,Beta Kids
2539,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: a/s/l?</span>",3,Dave,Beta Kids
2540,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: s = species</span>",3,Dave,Beta Kids
2541,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: baboon?</span>",3,Dave,Beta Kids
2542,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: kangaroo rat?</span>",3,Dave,Beta Kids
2543,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: if kangaroo rat yiff twice plz</span>",3,Dave,Beta Kids
2544,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: ok well youre not saying anything so i guess whether youre nonawake or unasleep or whatever youre just not around and im wasting good material</span>",3,Dave,Beta Kids
2545,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: even worse im wasting a killer fursona here</span>",3,Dave,Beta Kids
2546,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: like </span>",3,Dave,Beta Kids
2547,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: i dont know like a wide open v shaped leotard and a fuck ton of body paint</span>",3,Dave,Beta Kids
2548,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: some like sinewy back arching cirque du soleil looking motherfucker</span>",3,Dave,Beta Kids
2549,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: always low to the ground gettin a good prowl on</span>",3,Dave,Beta Kids
2550,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: like i dropped my keys in the dark</span>",3,Dave,Beta Kids
2551,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: nimblest son of a bitch who had the gumption to glue a nasty pair of latex cat lips to his face </span>",3,Dave,Beta Kids
2552,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: for a reason that wasnt a joke</span>",3,Dave,Beta Kids
2553,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: jade hey</span>",3,Dave,Beta Kids
2554,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: where are you</span>",3,Dave,Beta Kids
2555,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: seriously im sitting here tonight with a fucking bag of kibble jacked open on my lap and primed for goddamn bear</span>",3,Dave,Beta Kids
2556,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: and youre gone</span>",3,Dave,Beta Kids
2557,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: btw my name is Akwete Purrmusk </span>",3,Dave,Beta Kids
2558,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: hardest buttock in the jungle</span>",3,Dave,Beta Kids
2559,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: tempered steel</span>",3,Dave,Beta Kids
2560,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: hey yeah just wanted to give you this remix i finished</span>",3,Dave,Beta Kids
2561,1282,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: here</span>",3,Dave,Beta Kids
2563,1284,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: so yeah</span>",3,Dave,Beta Kids
2564,1284,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: you dont have to respond to any of that btw</span>",3,Dave,Beta Kids
2565,1284,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: ill probably forget half the shit i said anyway</span>",3,Dave,Beta Kids
2566,1284,829,==>,?s=6&p=002729,2009-10-30,"<span style=""color: #e00707"">TG: talk to you tomorrow</span>",3,Dave,Beta Kids
2573,1289,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: hey sup</span>",3,Dave,Beta Kids
2576,1291,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: haha</span>",3,Dave,Beta Kids
2577,1291,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: good one</span>",3,Dave,Beta Kids
2578,1291,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: s'alright being chill i guess you know how it goes</span>",3,Dave,Beta Kids
2581,1293,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: oh man you know it</span>",3,Dave,Beta Kids
2583,1295,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: you know shit is ice cold up in here</span>",3,Dave,Beta Kids
2584,1295,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: shit is wicked bananas i am telling you</span>",3,Dave,Beta Kids
2587,1297,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: yeah we were just talking a while ago about how he sucks at his sylladex</span>",3,Dave,Beta Kids
2588,1297,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: can you believe he uses stack that kid is ridiculous</span>",3,Dave,Beta Kids
2591,1299,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: what was it you use again...</span>",3,Dave,Beta Kids
2592,1299,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: wait nm</span>",3,Dave,Beta Kids
2593,1299,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: i forgot whenever we talk about your goofy modusses i get a migrane. what do you want with john</span>",3,Dave,Beta Kids
2596,1301,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: oh yeah</span>",3,Dave,Beta Kids
2597,1301,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: i was being sort of cagey and told him to check the mail cause i was wondering if mine came yet</span>",3,Dave,Beta Kids
2599,1303,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: yeah?</span>",3,Dave,Beta Kids
2601,1305,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: so uh</span>",3,Dave,Beta Kids
2602,1305,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: i guess you want to know if he likes it or something?</span>",3,Dave,Beta Kids
2606,1307,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: oh</span>",3,Dave,Beta Kids
2607,1307,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: uh</span>",3,Dave,Beta Kids
2608,1307,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: wow sorry to hear that i guess?</span>",3,Dave,Beta Kids
2612,1309,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: see like</span>",3,Dave,Beta Kids
2613,1309,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: i never get how you know these things</span>",3,Dave,Beta Kids
2616,1311,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: hmm alright</span>",3,Dave,Beta Kids
2619,1313,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: man</span>",3,Dave,Beta Kids
2620,1313,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: if i were you i would just take that fucking devilbeast out behind the woodshed and blow its head off</span>",3,Dave,Beta Kids
2623,1315,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: yeah</span>",3,Dave,Beta Kids
2624,1315,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: say hi to your grand dad for me too ok</span>",3,Dave,Beta Kids
2629,1317,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: well yeah isnt it always with family</span>",3,Dave,Beta Kids
2630,1317,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: but he sounds like a total badass</span>",3,Dave,Beta Kids
2633,1319,835,Jade: Pester Dave.,?s=6&p=002735,2009-11-02,"<span style=""color: #e00707"">TG: see ya</span>",3,Dave,Beta Kids
3226,1598,1071,==>,?s=6&p=002971,2009-12-24,"<span style=""color: #e00707"">TG: bro just kicked my ass</span>",3,Dave,Beta Kids
3227,1599,1072,==>,?s=6&p=002972,2009-12-24,"<span style=""color: #e00707"">TG: thats really all there is to say on the matter</span>",3,Dave,Beta Kids
3372,1670,1087,Dave: Pester Rose.,?s=6&p=002987,2009-12-31,"<span style=""color: #e00707"">TG: ok i got it</span>",3,Dave,Beta Kids
3373,1670,1087,Dave: Pester Rose.,?s=6&p=002987,2009-12-31,"<span style=""color: #e00707"">TG: i hope you appreciate how much gross spongy proboscis i had to fellate to get this game</span>",3,Dave,Beta Kids
3374,1670,1087,Dave: Pester Rose.,?s=6&p=002987,2009-12-31,"<span style=""color: #e00707"">TG: hello</span>",3,Dave,Beta Kids
3375,1670,1087,Dave: Pester Rose.,?s=6&p=002987,2009-12-31,"<span style=""color: #e00707"">TG: what are you doing</span>",3,Dave,Beta Kids
3376,1670,1087,Dave: Pester Rose.,?s=6&p=002987,2009-12-31,"<span style=""color: #e00707"">TG: anyway im going down stairs now and installing this thing</span>",3,Dave,Beta Kids
3377,1670,1087,Dave: Pester Rose.,?s=6&p=002987,2009-12-31,"<span style=""color: #e00707"">TG: later</span>",3,Dave,Beta Kids
3459,1698,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: oh my god you type like a tool</span>",3,Dave,Beta Kids
3464,1700,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: this is so weak im almost getting tired of wasting good material on you guys</span>",3,Dave,Beta Kids
3465,1700,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: its like</span>",3,Dave,Beta Kids
3466,1700,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: youve got nothing</span>",3,Dave,Beta Kids
3467,1700,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: its always one of you sprouting up and ranting about how hard im about to get trolled</span>",3,Dave,Beta Kids
3468,1700,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: with no ensuing substance</span>",3,Dave,Beta Kids
3469,1700,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: you dont even know anything about us</span>",3,Dave,Beta Kids
3470,1700,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: one of you fuckers thought i was a girl</span>",3,Dave,Beta Kids
3477,1702,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: sorry i wouldnt cyber with you dude</span>",3,Dave,Beta Kids
3478,1702,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: in the future or whatever</span>",3,Dave,Beta Kids
3482,1704,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: human innuendo</span>",3,Dave,Beta Kids
3485,1706,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: so at what point in the future am i supposed to look forward to you whipping up this titanic hankerin for my knob</span>",3,Dave,Beta Kids
3487,1708,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: be honest with me</span>",3,Dave,Beta Kids
3488,1708,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: cause im busy</span>",3,Dave,Beta Kids
3489,1708,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: and i want to know exactly when i got to clear some space in my calendar for when some fuckwit blunders out of a magical phone booth and makes a ballad-inspiring play for my throbbing beef truncheon</span>",3,Dave,Beta Kids
3491,1710,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: no man</span>",3,Dave,Beta Kids
3492,1710,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: look</span>",3,Dave,Beta Kids
3493,1710,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: i just need to know when to be there</span>",3,Dave,Beta Kids
3494,1710,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: when the stars come into alignment and your flux capacitor lets you finally sate your meteoric greed for crotch-dachshund</span>",3,Dave,Beta Kids
3495,1710,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: i wouldnt want to miss it and cause a paradox or something</span>",3,Dave,Beta Kids
3496,1710,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: itd suck if the universe blew up on account of you missing your window of opportunity to help yourself to a pubescent boy's naked spam porpoise</span>",3,Dave,Beta Kids
3499,1712,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: jesus you are such a shitty troll</span>",3,Dave,Beta Kids
3505,1714,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: oh no</span>",3,Dave,Beta Kids
3506,1714,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: no dude</span>",3,Dave,Beta Kids
3507,1714,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: you sassed me up</span>",3,Dave,Beta Kids
3508,1714,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: we are in THE SHIT now </span>",3,Dave,Beta Kids
3509,1714,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: together </span>",3,Dave,Beta Kids
3510,1714,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: for the long haul</span>",3,Dave,Beta Kids
3513,1716,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: we're motherfuckin entrenched in this bitch</span>",3,Dave,Beta Kids
3514,1716,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: you and me</span>",3,Dave,Beta Kids
3515,1716,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: welcome to nam</span>",3,Dave,Beta Kids
3516,1716,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: now grab my hand and shimmy your soggy ass off that muddy bank before charlie gets the fuckin drop</span>",3,Dave,Beta Kids
3519,1718,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: hes the guy whos gonna read our vows</span>",3,Dave,Beta Kids
3520,1718,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: im feeling pretty friggin MATRIMONIAL all a sudden</span>",3,Dave,Beta Kids
3521,1718,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: take a look down by your foot see that little bottle</span>",3,Dave,Beta Kids
3522,1718,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: stomp on that shit like its on fire</span>",3,Dave,Beta Kids
3523,1718,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: noisy ethnic dudes are flipping the fuck out and waving us around on chairs til someone gets hurt</span>",3,Dave,Beta Kids
3524,1718,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: im your 300 pound matronly freight-train</span>",3,Dave,Beta Kids
3525,1718,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: and my gaping furnace is hungry for coal so get goddamn shoveling</span>",3,Dave,Beta Kids
3527,1720,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: bro look in my eyes</span>",3,Dave,Beta Kids
3528,1720,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: that twinkle</span>",3,Dave,Beta Kids
3529,1720,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: that be DEVOTION you herniated pro wrestlers sweaty purple taint</span>",3,Dave,Beta Kids
3530,1720,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: sparklin like a visit from your fairy fuckin godmother</span>",3,Dave,Beta Kids
3531,1720,1099,Dave: Answer.,?s=6&p=002999,2010-01-01,"<span style=""color: #e00707"">TG: shit be PURE AND TRUE</span>",3,Dave,Beta Kids
